"Provincia","Distrito","Localidad","Codigo","P","D","L"
"AQP","CERRO COLORADO","Urb. Los Sauces","1.4.61","1","4","61"
"AQP","CERRO COLORADO","Urb. La Planicie de Challapampa","1.4.62","1","4","62"
"AQP","CERRO COLORADO","Urb. Los Robles","1.4.63","1","4","63"
"AQP","CERRO COLORADO","Urb. La Norita","1.4.64","1","4","64"
"AQP","CERRO COLORADO","Urb. La Residencial la Merced","1.4.65","1","4","65"
"AQP","CERRO COLORADO","Urb. Santa Teresa de Jesus I","1.4.66","1","4","66"
"AQP","CERRO COLORADO","Urb. Santa Teresa de Jesus II","1.4.67","1","4","67"
"AQP","CERRO COLORADO","Urb. Praderas del Sol","1.4.68","1","4","68"
"AQP","CERRO COLORADO","Urb. 12 de Octubre","1.4.69","1","4","69"
"AQP","CERRO COLORADO","Urb. Elarrabal","1.4.70","1","4","70"
"AQP","CERRO COLORADO","Urb. La Merced","1.4.71","1","4","71"
"AQP","CERRO COLORADO","Quinta Residencial Casabella","1.4.72","1","4","72"
"AQP","CERRO COLORADO","Challapampa Heresi","1.4.73","1","4","73"
"AQP","CERRO COLORADO","Urb. La Montañita","1.4.74","1","4","74"
"AQP","CERRO COLORADO","Urb. 7 de Junio","1.4.75","1","4","75"
"AQP","CERRO COLORADO","Cerrito Los Alvarez","1.4.76","1","4","76"
"AQP","CERRO COLORADO","Cerrito Los Alvarez Av. Ejercito","1.4.77","1","4","77"
"AQP","CERRO COLORADO","Urb. Las Calendulas","1.4.78","1","4","78"
"AQP","CERRO COLORADO","Urb. Villa el Sol","1.4.79","1","4","79"
"AQP","CERRO COLORADO","Urb. Santa Rosa de Lima","1.4.80","1","4","80"
"AQP","CERRO COLORADO","Urb. Alborada","1.4.81","1","4","81"
"AQP","CERRO COLORADO","Urb. La Barra","1.4.82","1","4","82"
"AQP","CERRO COLORADO","Urb. Cerro Colorado","1.4.83","1","4","83"
"AQP","CERRO COLORADO","PT Cerro Viejo","1.4.84","1","4","84"
"AQP","CERRO COLORADO","Urb. La Castallana - La Florida","1.4.85","1","4","85"
"AQP","CERRO COLORADO","Quinta el Sol","1.4.86","1","4","86"
"AQP","CERRO COLORADO","Urb. Virgen del Rosario I","1.4.87","1","4","87"
"AQP","CERRO COLORADO","Urb. Virgen del Rosario II","1.4.88","1","4","88"
"AQP","CERRO COLORADO","Residencial la Fonda","1.4.89","1","4","89"
"AQP","CERRO COLORADO","Coop. Frank Michell","1.4.90","1","4","90"
"AQP","CERRO COLORADO","Urb. San Felipe","1.4.91","1","4","91"
"AQP","CERRO COLORADO","Zona Rural Zamacola Margen Derecho","1.4.92","1","4","92"
"AQP","CERRO COLORADO","Zona Rural Zamacola Margen Izquierda","1.4.93","1","4","93"
"AQP","CERRO COLORADO","Urb. Montebello","1.4.94","1","4","94"
"AQP","CERRO COLORADO","Urb. Cerro Verde","1.4.95","1","4","95"
"AQP","CERRO COLORADO","Urb. Rio Seco","1.4.96","1","4","96"
"AQP","CERRO COLORADO","Quinta la Praderita Rio Seco","1.4.97","1","4","97"
"AQP","CERRO COLORADO","Zona Comercial Rio Seco-Cuartel General","1.4.98","1","4","98"
"AQP","CERRO COLORADO","Zona Comercial Aduanas Pesquero","1.4.99","1","4","99"
"AQP","CERRO COLORADO","Santa Maria","1.4.100","1","4","100"
"AQP","CERRO COLORADO","APTASA","1.4.101","1","4","101"
"AQP","CERRO COLORADO","Cuarentenaria","1.4.102","1","4","102"
"AQP","CERRO COLORADO","Asoc. De Interes Social Villalobos Ampuero ","1.4.103","1","4","103"
"AQP","CERRO COLORADO","Amp. Asoc. De Interes Social Villalobos Ampuero","1.4.104","1","4","104"
"AQP","CERRO COLORADO","Parque Industrial Rio Seco","1.4.105","1","4","105"
"AQP","CERRO COLORADO","Asoc. De Viv. Y Pequeños Granjeros Cantarillas","1.4.106","1","4","106"
"AQP","CERRO COLORADO","Alpi Sr. del Gran Poder","1.4.107","1","4","107"
"AQP","CERRO COLORADO","Juan Pablo II","1.4.108","1","4","108"
"AQP","CERRO COLORADO","Asoc. De Viv. Pampa la Estrella","1.4.109","1","4","109"
"AQP","CERRO COLORADO","Asoc. De Viv. Artesanos del Sillar","1.4.110","1","4","110"
"AQP","CERRO COLORADO","Asoc. De Viv. Talleres del Sillar","1.4.111","1","4","111"
"AQP","CERRO COLORADO","La Cabaña Sector Argentina","1.4.112","1","4","112"
"AQP","CERRO COLORADO","Casa Granja Villa Arapa","1.4.113","1","4","113"
"AQP","CERRO COLORADO","Peru Viv. Sector II-A","1.4.114","1","4","114"
"AQP","CERRO COLORADO","Peru Industrial Sector II","1.4.115","1","4","115"
"AQP","CERRO COLORADO","Peru Viv. Sector II","1.4.116","1","4","116"
"AQP","CERRO COLORADO","Bolivia Viv. Sector III","1.4.117","1","4","117"
"AQP","CERRO COLORADO","Bolivia Industrial Sector III","1.4.118","1","4","118"
"AQP","CERRO COLORADO","Bolivia Viv. Sector III A","1.4.119","1","4","119"
"AQP","CERRO COLORADO","Bolivia Industrial Peruarbo","1.4.120","1","4","120"
"AQP","CERRO COLORADO","Villa Aviacion","1.4.121","1","4","121"
"AQP","CERRO COLORADO","Jose Luis Bustamante Sector II","1.4.122","1","4","122"
"AQP","CERRO COLORADO","Jose Luis Bustamante Sector VI","1.4.123","1","4","123"
"AQP","CERRO COLORADO","Jose Luis Bustamante Sector III","1.4.124","1","4","124"
"AQP","CERRO COLORADO","Bolivia Viv. Sector I","1.4.125","1","4","125"
"AQP","CERRO COLORADO","Peru Viv. Sector I","1.4.126","1","4","126"
"AQP","CERRO COLORADO","Jose Luis Bustamante X","1.4.127","1","4","127"
"AQP","CERRO COLORADO","Jose Luis Bustamante XII","1.4.128","1","4","128"
"AQP","CERRO COLORADO","Jose Luis Bustamante XII","1.4.129","1","4","129"
"AQP","CERRO COLORADO","Jose Luis Bustamante VIII","1.4.130","1","4","130"
"AQP","CERRO COLORADO","Jose Luis Bustamante IX","1.4.131","1","4","131"
"AQP","CERRO COLORADO","Jose Luis Bustamante VII","1.4.132","1","4","132"
"AQP","CERRO COLORADO","Jose Luis Bustamante IV","1.4.133","1","4","133"
"AQP","CERRO COLORADO","Jose Luis Bustamante V","1.4.134","1","4","134"
"AQP","CERRO COLORADO","Jose Luis Bustamante I","1.4.135","1","4","135"
"AQP","CERRO COLORADO","Eduardo de la Pinella","1.4.136","1","4","136"
"AQP","CERRO COLORADO","Heroes de la Breña","1.4.137","1","4","137"
"AQP","CERRO COLORADO","Apima II","1.4.138","1","4","138"
"AQP","CERRO COLORADO","Asoc. De Viv. Parque Industrial El Provenir (APIPA) II","1.4.139","1","4","139"
"AQP","CERRO COLORADO","APIPA III","1.4.140","1","4","140"
"AQP","CERRO COLORADO","APIPA IX","1.4.141","1","4","141"
"AQP","CERRO COLORADO","APIPA X","1.4.142","1","4","142"
"AQP","CERRO COLORADO","APIPA XI","1.4.143","1","4","143"
"AQP","CERRO COLORADO","APIPA XIV","1.4.144","1","4","144"
"AQP","CERRO COLORADO","APIPA XVIII","1.4.145","1","4","145"
"AQP","CERRO COLORADO","APIPA XVII","1.4.146","1","4","146"
"AQP","CERRO COLORADO","APIPA XVI","1.4.147","1","4","147"
"AQP","CERRO COLORADO","APIPA XV","1.4.148","1","4","148"
"AQP","CERRO COLORADO","APIPA XIII","1.4.149","1","4","149"
"AQP","CERRO COLORADO","APIPA XII","1.4.150","1","4","150"
"AQP","CERRO COLORADO","APIPA VIII","1.4.151","1","4","151"
"AQP","CERRO COLORADO","APIPA VII","1.4.152","1","4","152"
"AQP","CERRO COLORADO","APIPA VI","1.4.153","1","4","153"
"AQP","CERRO COLORADO","APIPA V","1.4.154","1","4","154"
"AQP","CERRO COLORADO","APIPA IV","1.4.155","1","4","155"
"AQP","CERRO COLORADO","APIPA I","1.4.156","1","4","156"
"AQP","CERRO COLORADO","APIAAR","1.4.157","1","4","157"
"AQP","CERRO COLORADO","Asoc. De Viv. Taller Monserrat - Virgen del Socorro","1.4.158","1","4","158"
"AQP","CERRO COLORADO","Villa el Triunfo","1.4.159","1","4","159"
"AQP","CERRO COLORADO","Granjeros Nueva Vida","1.4.160","1","4","160"
"AQP","CERRO COLORADO","Granjeros La Rinconada","1.4.161","1","4","161"
"AQP","CERRO COLORADO","Granjeros Unidos","1.4.162","1","4","162"
"AQP","CERRO COLORADO","Los Claveles Urb. Marleny","1.4.163","1","4","163"
"AQP","CERRO COLORADO","Amp. Granjeros Unidos-Urb. Marleny","1.4.164","1","4","164"
"AQP","CERRO COLORADO","Villa Cono Norte","1.4.165","1","4","165"
"AQP","CERRO COLORADO","Jorge Basadre","1.4.166","1","4","166"
"AQP","CERRO COLORADO","Guardia Republicana","1.4.167","1","4","167"
"AQP","CERRO COLORADO","Ciudad Municipal III","1.4.168","1","4","168"
"AQP","CERRO COLORADO","Ciudad Municipal II","1.4.169","1","4","169"
"AQP","CERRO COLORADO","Cuidad Municipal I","1.4.170","1","4","170"
"AQP","CERRO COLORADO","Propiedad Privada","1.4.171","1","4","171"
"AQP","CERRO COLORADO","Zona Industrial Las Canteras","1.4.172","1","4","172"
"AQP","CERRO COLORADO","Amp. Residencial Transoceanico","1.4.173","1","4","173"
"AQP","CERRO COLORADO","Residencial Transoceanico","1.4.174","1","4","174"
"AQP","CERRO COLORADO","Residencial Transoceanico Nueva Arequipa","1.4.175","1","4","175"
"AQP","CERRO COLORADO","Urb. Nueva Arequipa","1.4.176","1","4","176"
"AQP","CERRO COLORADO","Villa San Juan B","1.4.177","1","4","177"
"AQP","CERRO COLORADO","Villa Santa Rosa","1.4.178","1","4","178"
"AQP","CERRO COLORADO","Asoc. De Viv. San Pedro San Pablo","1.4.179","1","4","179"
"AQP","CERRO COLORADO","Asoc. De Viv. Mariano Sanchez","1.4.180","1","4","180"
"AQP","CERRO COLORADO","Ciudad Municipal IV","1.4.181","1","4","181"
"AQP","CERRO COLORADO","Ciudad Municipal V","1.4.182","1","4","182"
"AQP","CERRO COLORADO","Urb. Victor Raul Haya de la Torre","1.4.183","1","4","183"
"AQP","CERRO COLORADO","Ciudad Municipal VII","1.4.184","1","4","184"
"AQP","CERRO COLORADO","Ciudad Municipal VI","1.4.185","1","4","185"
"AQP","CERRO COLORADO","Ciudad Municipal VIII","1.4.186","1","4","186"
"AQP","CERRO COLORADO","Ciudad Municipal IX","1.4.187","1","4","187"
"AQP","CERRO COLORADO","Virgen de Chapi","1.4.188","1","4","188"
"AQP","CERRO COLORADO","Pedro Vilca Texi","1.4.189","1","4","189"
"AQP","CERRO COLORADO","Integrantes de Sor Ana de los Angeles Monteagudo","1.4.190","1","4","190"
"AQP","CERRO COLORADO","Sor Ana de los Angeles Monteagudo IV","1.4.191","1","4","191"
"AQP","CERRO COLORADO","Villa El Calvario","1.4.192","1","4","192"
"AQP","CERRO COLORADO","Sor Ana de los Angeles Monteagudo V","1.4.193","1","4","193"
"AQP","CERRO COLORADO","Sor Ana de los Angeles Monteagudo II","1.4.194","1","4","194"
"AQP","CERRO COLORADO","Sor Ana de los Angeles Monteagudo III","1.4.195","1","4","195"
"AQP","CERRO COLORADO","Sor Ana de los Angeles Monteagudo I","1.4.196","1","4","196"
"AQP","CERRO COLORADO","Amp. Via 54","1.4.197","1","4","197"
"AQP","CERRO COLORADO","Trabajadores del Mercado Mayoristas B","1.4.198","1","4","198"
"AQP","CERRO COLORADO","Trabajadores del Mercado Mayoristas A","1.4.199","1","4","199"
"AQP","CERRO COLORADO","Urb. Nueva Esperanza","1.4.200","1","4","200"
"AQP","CERRO COLORADO","P.P.J.J. Villa San Juana","1.4.201","1","4","201"
"AQP","CERRO COLORADO","Villa Faucett","1.4.202","1","4","202"
"AQP","CERRO COLORADO","P.P.J.J. Villa Santa Isabel","1.4.203","1","4","203"
"AQP","CERRO COLORADO","Villa Las Canteras Zona A","1.4.204","1","4","204"
"AQP","CERRO COLORADO","Villa Las canteras Zona B","1.4.205","1","4","205"
"AQP","CERRO COLORADO","Villa Magisterial Zona I","1.4.206","1","4","206"
"AQP","CERRO COLORADO","Francisco Garcia Calderon Zona I","1.4.207","1","4","207"
"AQP","CERRO COLORADO","UPIS EL Salvador Zona A","1.4.208","1","4","208"
"AQP","CERRO COLORADO","UPIS EL Salvador Zona B","1.4.209","1","4","209"
"AQP","CERRO COLORADO","Villa El Salvador","1.4.210","1","4","210"
"AQP","CERRO COLORADO","Francisco Garcia Calderon Zona IV","1.4.211","1","4","211"
"AQP","CERRO COLORADO","Francisco Garcia Calderon Zona III","1.4.212","1","4","212"
"AQP","CERRO COLORADO","Francisco Garcia Calderon Zona II","1.4.213","1","4","213"
"AQP","CERRO COLORADO","Villa Magisterial Zona II","1.4.214","1","4","214"
"AQP","CERRO COLORADO","Villa Magisterial Zona III","1.4.215","1","4","215"
"AQP","CERRO COLORADO","Villa Magisterial Zona IV","1.4.216","1","4","216"
"AQP","CERRO COLORADO","Hernan Bedoya Forga II Etapa","1.4.217","1","4","217"
"AQP","CERRO COLORADO","Villa Peru","1.4.218","1","4","218"
"AQP","CERRO COLORADO","Asoc. De Viv. Goyeneche","1.4.219","1","4","219"
"AQP","CERRO COLORADO","Asoc. Las Torres","1.4.220","1","4","220"
"AQP","CERRO COLORADO","Asoc. De Viv. Las Gardenias","1.4.221","1","4","221"
"AQP","CERRO COLORADO","Programa Municipal Juan Pablo II","1.4.222","1","4","222"
"AQP","CERRO COLORADO","AVIS Aldo Moro Judicial","1.4.223","1","4","223"
"AQP","CERRO COLORADO","Asoc. Alipio Ponce","1.4.224","1","4","224"
"AQP","CERRO COLORADO","Asoc. De Viv. El Azufral Pachas","1.4.225","1","4","225"
"AQP","CERRO COLORADO","Asoc. De Viv. Virgen de la Candelaria","1.4.226","1","4","226"
"AQP","CERRO COLORADO","Andres Avelino Caceres","1.4.227","1","4","227"
"AQP","CERRO COLORADO","Las Flores Zona III","1.4.228","1","4","228"
"AQP","CERRO COLORADO","Las Flores Zona I","1.4.229","1","4","229"
"AQP","CERRO COLORADO","Las Flores Zona II","1.4.230","1","4","230"
"AQP","CERRO COLORADO","Las Flores Zona IV","1.4.231","1","4","231"
"AQP","CERRO COLORADO","Las Flores Zona VII","1.4.232","1","4","232"
"AQP","CERRO COLORADO","Las Flores Zona V","1.4.233","1","4","233"
"AQP","CERRO COLORADO","Las Flores Zona VI","1.4.234","1","4","234"
"AQP","CERRO COLORADO","Las Flores Zona VIII","1.4.235","1","4","235"
"AQP","CERRO COLORADO","Hernan Bedoya Forga I Etapa","1.4.236","1","4","236"
"AQP","CERRO COLORADO","El Eden","1.4.237","1","4","237"
"AQP","CERRO COLORADO","Los Astros","1.4.238","1","4","238"
"AQP","CERRO COLORADO","Javier Luna Pizarro ","1.4.239","1","4","239"
"AQP","CERRO COLORADO","Augusto Chavez Bedoya","1.4.240","1","4","240"
"AQP","CERRO COLORADO","Las Mercedes","1.4.241","1","4","241"
"AQP","CERRO COLORADO","Carlos Baca Flor","1.4.242","1","4","242"
"AQP","CERRO COLORADO","Guillermo Mercado","1.4.243","1","4","243"
"AQP","CERRO COLORADO","Villa Chachani","1.4.244","1","4","244"
"AQP","CERRO COLORADO","Flora Tristan","1.4.245","1","4","245"
"AQP","CERRO COLORADO","Asoc. De Viv. Pedro P. Diaz","1.4.246","1","4","246"
"AQP","CERRO COLORADO","Asoc. De  Pirotecnicos Villa Florida","1.4.247","1","4","247"
"AQP","CERRO COLORADO","Asoc. De Pirotecnicos Profesionales","1.4.248","1","4","248"
"AQP","CERRO COLORADO","Asoc. De Viv. Fortaleza Chachani","1.4.249","1","4","249"
"AQP","CERRO COLORADO","Asoc. De Viv. Montoneros Apimon","1.4.250","1","4","250"
"AQP","CERRO COLORADO","Fedepuno","1.4.251","1","4","251"
"AQP","CERRO COLORADO","Asoc. De Viv. Los Angeles del Sur Zona A","1.4.252","1","4","252"
"AQP","CERRO COLORADO","Asoc. De Viv. Jardines Cabrerias","1.4.253","1","4","253"
"AQP","CERRO COLORADO","Asoc. De Viv. Fundo Cabrerias Zona A","1.4.254","1","4","254"
"AQP","CERRO COLORADO","Asoc. De Viv. 28 de Julio","1.4.255","1","4","255"
"AQP","CERRO COLORADO","Asoc. Reales de Chumbivilcas","1.4.256","1","4","256"
"AQP","CERRO COLORADO","Asoc. De Viv. Fundo Cabrerias Zona B","1.4.257","1","4","257"
"AQP","CERRO COLORADO","Urb. Villa la Oliva","1.4.258","1","4","258"
"AQP","CERRO COLORADO","Asoc. De Viv. Los Angeles del Sur Zona B","1.4.259","1","4","259"
"AQP","CERRO COLORADO","Asoc. De viv. Villa Progreso Villa Proceres","1.4.260","1","4","260"
"AQP","CERRO COLORADO","Asoc. De Viv. Cerrillos Zona A","1.4.261","1","4","261"
"AQP","CERRO COLORADO","Asoc. De Viv. Cerrillos Zona B","1.4.262","1","4","262"
"AQP","CERRO COLORADO","Asoc. De Viv. Cerrillos Zona C","1.4.263","1","4","263"
"AQP","CERRO COLORADO","Asoc. De Viv. Mario Vargas Llosa","1.4.264","1","4","264"
"AQP","CERRO COLORADO","Asoc. De Viv. Don Francisco Zona A","1.4.265","1","4","265"
"AQP","CERRO COLORADO","Asoc. De Viv. Fundo Cabrerias Zona C","1.4.266","1","4","266"
"AQP","CERRO COLORADO","Asoc. De Viv. Don Francisco Zona B","1.4.267","1","4","267"
"AQP","CERRO COLORADO","Asoc. De Viv. Jardines de Chachani","1.4.268","1","4","268"
"AQP","CERRO COLORADO","Asoc. Habitacional Chachani II","1.4.269","1","4","269"
"AQP","CERRO COLORADO","Asoc. Habitacional Chachani I","1.4.270","1","4","270"
"AQP","CERRO COLORADO","Asoc. De Extractores de Materiales","1.4.271","1","4","271"
"AQP","CERRO COLORADO","Asoc. De Viv. Jose Maria Arguedas","1.4.272","1","4","272"
"AQP","CERRO COLORADO","Asoc. Señor de los Milagros 15 de Octubre","1.4.273","1","4","273"
"AQP","CERRO COLORADO","Villa Santa Maria","1.4.274","1","4","274"
"AQP","CERRO COLORADO","Benigno Ballon Farfan","1.4.275","1","4","275"
"AQP","CERRO COLORADO","Nuevo Horizonte","1.4.276","1","4","276"
"AQP","CERRO COLORADO","Asoc. De Viv. Amazonas","1.4.277","1","4","277"
"AQP","CERRO COLORADO","Asoc. Jorge Chavez","1.4.278","1","4","278"
"AQP","CERRO COLORADO","Amp. Jorge Chavez","1.4.279","1","4","279"
"AQP","CERRO COLORADO","Urb. Nazareno","1.4.280","1","4","280"
"AQP","CERRO COLORADO","Asoc. De Viv Getsemany","1.4.281","1","4","281"
"AQP","CERRO COLORADO","Asoc. La Isla","1.4.282","1","4","282"
"AQP","CERRO COLORADO","Villa Paraiso","1.4.283","1","4","283"
"AQP","CERRO COLORADO","Victor Andres Belaunde Zona C","1.4.284","1","4","284"
"AQP","CERRO COLORADO","Asoc. De Viv. El Azufral ","1.4.285","1","4","285"
"AQP","CERRO COLORADO","Victor Andres Belaunde Zona B","1.4.286","1","4","286"
"AQP","CERRO COLORADO","Victor Andres Belaunde Zona A","1.4.287","1","4","287"
"AQP","CERRO COLORADO","Villa Corpac","1.4.288","1","4","288"
"AQP","CERRO COLORADO","Zamacola","1.4.289","1","4","289"
